Rref_ohm,Vout_V,Ic_Q2_A,I_RREF_A,Vbase_V,Ic_Q1_A
2200,2.38,0.001961590159172151,0.001967223889807993,0.6721074424224144,0.001928650872727121
2200,2.39,0.001961783024279341,0.001967223889807934,0.6721074424225453,0.001928650872736873
2200,2.4,0.001961975889386522,0.001967223889807875,0.6721074424226761,0.00192865087274662
2200,2.41,0.001962168754493699,0.001967223889807815,0.6721074424228067,0.001928650872756361
2200,2.42,0.001962361619600902,0.001967223889807755,0.6721074424229375,0.001928650872766113
2200,2.43,0.001962554484708075,0.001967223889807696,0.6721074424230679,0.00192865087277584
2200,2.44,0.001962747349815314,0.001967223889807637,0.6721074424231989,0.001928650872785616
2200,2.45,0.001962940214922499,0.001967223889807578,0.6721074424233295,0.001928650872795358
2200,2.46,0.001963133080029699,0.001967223889807518,0.6721074424234602,0.001928650872805106
2200,2.47,0.001963325945136895,0.001967223889807459,0.6721074424235909,0.001928650872814847
2200,2.48,0.001963518810244098,0.001967223889807399,0.6721074424237217,0.001928650872824594
2200,2.49,0.001963711675351299,0.00196722388980734,0.6721074424238522,0.00192865087283433
2200,2.5,0.001963904540458492,0.001967223889807281,0.672107442423983,0.001928650872844083
2200,2.51,0.001964097405565708,0.001967223889807221,0.6721074424241137,0.001928650872853832
2200,2.52,0.00196429027067291,0.001967223889807162,0.6721074424242441,0.00192865087286357
2200,2.53,0.001964483135780128,0.001967223889807102,0.672107442424375,0.001928650872873321
2200,2.54,0.001964676000887341,0.001967223889807043,0.6721074424245058,0.001928650872883059
2200,2.55,0.001964868865994566,0.001967223889806983,0.6721074424246365,0.001928650872892815
2200,2.56,0.001965061731101779,0.001967223889806924,0.6721074424247672,0.001928650872902562
2200,2.57,0.001965254596208994,0.001967223889806865,0.6721074424248978,0.001928650872912304
2200,2.58,0.001965447461316214,0.001967223889806805,0.6721074424250283,0.001928650872922056
2200,2.59,0.001965640326423441,0.001967223889806746,0.6721074424251594,0.001928650872931797
2200,2.6,0.001965833191530665,0.001967223889806686,0.6721074424252899,0.001928650872941535
2200,2.61,0.001966026056637889,0.001967223889806627,0.6721074424254204,0.001928650872951285
2200,2.62,0.001966218921745135,0.001967223889806568,0.6721074424255514,0.00192865087296104
2200,2.63,0.001966411786852351,0.001967223889806508,0.672107442425682,0.001928650872970778
